TreeID,qSpecies,qAddress,qSiteInfo,DBH,PlotSize,Latitude,Longitude
10778,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,1200X Hudson Ave,Sidewalk: Curb side : Cutout,12,3x4,37.7327861,-122.3811005
1991,Platanus x hispanica :: Sycamore: London Plane,123 Bertha Ln,Sidewalk: Curb side : Cutout,12,3X4,37.73281559,-122.3802809
248774,Corymbia ficifolia :: Red Flowering Gum,10x Lyell St,Median : Yard,25,Width 10ft,37.73281759,-122.4319957
22306,Pyrus calleryana 'Chanticleer' :: Ornamental Pear Tree 'Chanticleer',5015 03rd St,Sidewalk: Curb side : Cutout,3,3x3,37.73282096,-122.3911735
234517,Pinus pinea :: Italian Stone Pine,10x Benton Ave,Median : Yard,29,,37.73282283,-122.4256747
85582,Magnolia grandiflora :: Southern Magnolia,1486 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73283108,-122.3887046
1986,Platanus x hispanica :: Sycamore: London Plane,110 Bertha Ln,Sidewalk: Curb side : Cutout,6,3X4,37.73283256,-122.3805709
26124,Prunus cerasifera :: Cherry Plum,1439 Oakdale Ave,Sidewalk: Curb side : Cutout,12,3X3,37.73284052,-122.3874086
26634,Eriobotrya deflexa :: Bronze Loquat,959X Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,3x3,37.73284485,-122.4045096
233,Ulmus americana :: American Elm,2980 19th Ave,Sidewalk: Curb side : Cutout,80,3X4,37.7328564,-122.4748322
1984,Olea europaea :: Olive Tree,106 Bertha Ln,Sidewalk: Curb side : Cutout,3,3X4,37.73286734,-122.3806219
10548,Lophostemon confertus :: Brisbane Box,202 Harbor Rd,Sidewalk: Curb side : Cutout,12,3X4,37.73286928,-122.3786546
10550,Fraxinus uhdei :: Shamel Ash: Evergreen Ash,217 Harbor Rd,Sidewalk: Curb side : Cutout,12,3X4,37.73287427,-122.3789142
248647,Corymbia ficifolia :: Red Flowering Gum,2x Lyell St,Median : Yard,23,,37.73288314,-122.4320427
1989,Platanus x hispanica :: Sycamore: London Plane,115 Bertha Ln,Sidewalk: Curb side : Cutout,12,3X4,37.73288516,-122.3803827
96931,Callistemon viminalis :: Weeping Bottlebrush,901 Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,3x3,37.73290033,-122.4045572
5141,Metrosideros excelsa :: New Zealand Xmas Tree,2948 Diamond St,Sidewalk: Curb side : Cutout,12,3X3,37.73290148,-122.4344242
26122,Arbutus 'Marina' :: Hybrid Strawberry Tree,1447 Oakdale Ave,Sidewalk: Curb side : Cutout,3,3X3,37.73290736,-122.3875428
191494,Ligustrum lucidum :: Glossy Privet,1198 La Salle Ave,Sidewalk: Curb side : Cutout,11,Width 4ft,37.73292063,-122.3849159
27529,Callistemon citrinus :: Lemon Bottlebrush,1430 Oakdale Ave,Sidewalk: Curb side : Cutout,12,3X3,37.73293495,-122.3871276
228,Agonis flexuosa :: Peppermint Willow,2974 19th Ave,Sidewalk: Curb side : Cutout,70,3X4,37.73294671,-122.4748434
1979,Melaleuca quinquenervia :: Cajeput,96 Bertha Ln,Sidewalk: Curb side : Cutout,6,3X4,37.73295609,-122.3807507
26121,Melaleuca quinquenervia :: Cajeput,1451 Oakdale Ave,Sidewalk: Curb side : Cutout,3,3X3,37.73297142,-122.3876356
10555,Lophostemon confertus :: Brisbane Box,235 Harbor Rd,Sidewalk: Curb side : Cutout,12,3X4,37.73298567,-122.3791131
200633,Pinus radiata :: Monterey Pine,1300x Newcomb Ave,Median : Cutout,27,Width 0ft,37.73298933,-122.3851819
10868,Tristaniopsis laurina :: Swamp Myrtle,1175X Hudson Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73299005,-122.3816988
85583,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1500 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73299645,-122.3890529
251275,Tristaniopsis laurina :: Swamp Myrtle,1175x Hudson Ave,Sidewalk: Curb side : Cutout,,3x3,37.73299911,-122.3816904
26418,Eriobotrya deflexa :: Bronze Loquat,1438 Oakdale Ave,Sidewalk: Curb side : Cutout,3,3,37.73301454,-122.3872681
16438,Ulmus parvifolia :: Chinese Elm,1395 Newcomb Ave,Sidewalk: Curb side : Cutout,12,3x3,37.73301731,-122.3860523
16411,Ulmus parvifolia :: Chinese Elm,1200X Newcomb Ave,Sidewalk: Curb side : Cutout,12,3x3,37.73303983,-122.3854794
10553,Lophostemon confertus :: Brisbane Box,226 Harbor Rd,Sidewalk: Curb side : Cutout,12,3X4,37.73304591,-122.3789206
212107,Corymbia ficifolia :: Red Flowering Gum,1701x Monterey Blvd,Median : Yard,29,Width 10ft,37.73309028,-122.467207
10554,Lophostemon confertus :: Brisbane Box,234 Harbor Rd,Sidewalk: Curb side : Cutout,12,3X4,37.73309604,-122.3790101
24848,Acer rubrum :: Red Maple,2354 San Bruno Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73310255,-122.4060748
11610,Metrosideros excelsa :: New Zealand Xmas Tree,80X Junipero Serra Blvd,Sidewalk: Curb side : Cutout,18,2X3,37.73310263,-122.4721418
227,Ulmus pumila :: Siberian Elm,2968 19th Ave,Sidewalk: Curb side : Cutout,22,2X3,37.73311305,-122.4747897
85584,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1512 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73312248,-122.3892754
212103,Corymbia ficifolia :: Red Flowering Gum,1602x Monterey Blvd,Median : Yard,32,Width 10ft,37.73312389,-122.4659144
212110,Corymbia ficifolia :: Red Flowering Gum,1802x Monterey Blvd,Median : Yard,26,Width 10ft,37.73312389,-122.4680642
1977,Platanus x hispanica :: Sycamore: London Plane,85 Bertha Ln,Sidewalk: Curb side : Cutout,12,3X4,37.73314667,-122.3807605
85654,Pyrus kawakamii :: Evergreen Pear,1699X Quesada Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73315056,-122.3912354
212113,Corymbia ficifolia :: Red Flowering Gum,1902x Monterey Blvd,Median : Yard,26,Width 10ft,37.73315176,-122.4689038
22300,Pyrus calleryana :: Ornamental Pear,5000 03rd St,Sidewalk: Curb side : Cutout,3,3x3,37.73315858,-122.3914299
1970,Platanus x hispanica :: Sycamore: London Plane,64 Bertha Ln,Sidewalk: Curb side : Cutout,12,3X4,37.73316433,-122.3808344
16418,Ulmus parvifolia :: Chinese Elm,1390X Newcomb Ave,Sidewalk: Curb side : Cutout,13,3x3,37.73316614,-122.3859781
26119,Eriobotrya deflexa :: Bronze Loquat,1475 Oakdale Ave,Sidewalk: Curb side : Cutout,3,3X3,37.73316772,-122.3881099
85634,Pyrus kawakamii :: Evergreen Pear,1690X Quesada Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73316832,-122.3910288
230,Platanus x hispanica :: Sycamore: London Plane,2975 19th Ave,Sidewalk: Curb side : Cutout,70,2,37.73317514,-122.4751412
212116,Corymbia ficifolia :: Red Flowering Gum,2001x Monterey Blvd,Median : Yard,26,Width 10ft,37.73317811,-122.4697657
26120,Melaleuca quinquenervia :: Cajeput,1469 Oakdale Ave,Sidewalk: Curb side : Cutout,3,3X3,37.73318194,-122.3880069
1975,Melaleuca quinquenervia :: Cajeput,81 Bertha Ln,Sidewalk: Curb side : Cutout,3,3X4,37.7331821,-122.3808108
85585,Magnolia grandiflora :: Southern Magnolia,1516 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73318307,-122.3893503
24882,Syagrus romanzoffianum :: Queen Palm,2350 San Bruno Ave,Sidewalk: Curb side : Cutout,30,2X2,37.73318495,-122.4061229
225,Agonis flexuosa :: Peppermint Willow,2962 19th Ave,Sidewalk: Curb side : Cutout,40,3X4,37.73319461,-122.474868
10557,Lophostemon confertus :: Brisbane Box,250 Harbor Rd,Sidewalk: Curb side : Cutout,6,3X4,37.73319629,-122.3791892
212119,Corymbia ficifolia :: Red Flowering Gum,2101x Monterey Blvd,Median : Yard,30,Width 10ft,37.73320445,-122.4705965
1974,Melaleuca quinquenervia :: Cajeput,75 Bertha Ln,Sidewalk: Curb side : Cutout,3,3X4,37.73323589,-122.380887
10560,Lophostemon confertus :: Brisbane Box,277 Harbor Rd,Sidewalk: Curb side : Cutout,6,3X4,37.73324744,-122.3795806
85586,Magnolia grandiflora :: Southern Magnolia,1526 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73327697,-122.38952
226,Platanus x hispanica :: Sycamore: London Plane,2965 19th Ave,Sidewalk: Curb side : Cutout,70,2X3,37.73328846,-122.4751502
10559,Fraxinus uhdei :: Shamel Ash: Evergreen Ash,266 Harbor Rd,Sidewalk: Curb side : Cutout,18,3X4,37.73329655,-122.3793682
12169,Ligustrum lucidum :: Glossy Privet,1425X La Salle Ave,Sidewalk: Curb side : Cutout,3,3X3,37.73330039,-122.3853495
111568,Pinus radiata :: Monterey Pine,1x SUNSET BLVD OFF RAMP,Median : Cutout,36,3x3,37.73331475,-122.4944261
10568,Lophostemon confertus :: Brisbane Box,299 Harbor Rd,Sidewalk: Curb side : Cutout,12,3X4,37.7333185,-122.3797972
10566,Lophostemon confertus :: Brisbane Box,295 Harbor Rd,Sidewalk: Curb side : Cutout,12,3X4,37.73332108,-122.3797445
24228,Acacia melanoxylon :: Blackwood Acacia,62 Whitney Young Cir,Sidewalk: Curb side : Cutout,12,4x4,37.73334123,-122.383225
12121,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1400X La Salle Ave,Sidewalk: Curb side : Cutout,2,3X3,37.73335627,-122.3851824
24226,Acacia melanoxylon :: Blackwood Acacia,60 Whitney Young Cir,Sidewalk: Curb side : Cutout,18,4X4,37.73336105,-122.3831223
97221,Ulmus parvifolia :: Chinese Elm,1301X Newcomb Ave,Median : Cutout,5,15x200,37.7333713,-122.3846655
85587,Magnolia grandiflora :: Southern Magnolia,1536 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73338141,-122.3896918
2008,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,500X Bosworth St,Median : Cutout,18,12x100,37.73338406,-122.4329547
2000,Olea europaea :: Olive Tree,500X Bosworth St,Sidewalk: Curb side : Cutout,12,3X3,37.73338406,-122.4329547
24225,Acacia melanoxylon :: Blackwood Acacia,58 Whitney Young Cir,Sidewalk: Curb side : Cutout,3,3x3,37.73338535,-122.3830131
10562,Lophostemon confertus :: Brisbane Box,282 Harbor Rd,Sidewalk: Curb side : Cutout,12,3X4,37.7333968,-122.3795473
85609,Magnolia grandiflora :: Southern Magnolia,1551 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73341023,-122.3900595
247576,Schinus terebinthifolius :: Brazilian Pepper,350x Alemany Blvd,Median : Yard,25,,37.73341593,-122.4132142
24220,Acacia melanoxylon :: Blackwood Acacia,52 Whitney Young Cir,Sidewalk: Curb side : Cutout,18,3x3,37.73343011,-122.3827851
18546,Ulmus parvifolia :: Chinese Elm,1700X Quesada Ave,Median : Cutout,9,19,37.73343067,-122.3916083
10563,Lophostemon confertus :: Brisbane Box,290 Harbor Rd,Sidewalk: Curb side : Cutout,12,3X4,37.73344091,-122.3796665
10565,Lophostemon confertus :: Brisbane Box,294 Harbor Rd,Sidewalk: Curb side : Cutout,3,3X4,37.73345833,-122.3797511
220,Platanus x hispanica :: Sycamore: London Plane,2950 19th Ave,Sidewalk: Curb side : Cutout,10,3X3,37.73347971,-122.4748792
85588,Magnolia grandiflora :: Southern Magnolia,1548 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73349148,-122.3898885
27151,Tristaniopsis laurina :: Swamp Myrtle,1725 Silver Ave,Sidewalk: Curb side : Cutout,3,3X3,37.7334939,-122.4039783
853,Acer rubrum :: Red Maple,370 Alemany Blvd,Sidewalk: Curb side : Cutout,3,3X3,37.73352105,-122.4134644
107166,Acacia spp :: Acacia Spp,59X PROGRESS ST,Front Yard : Yard,12,,37.73352172,-122.3837097
219,Metrosideros excelsa :: New Zealand Xmas Tree,2949 19th Ave,Sidewalk: Curb side : Cutout,80,5X8,37.73354877,-122.4751636
1960,Platanus x hispanica :: Sycamore: London Plane,36 Bertha Ln,Sidewalk: Curb side : Cutout,12,3X4,37.73354997,-122.3814573
216,Platanus x hispanica :: Sycamore: London Plane,2944 19th Ave,Sidewalk: Curb side : Cutout,20,3X3,37.73357533,-122.4748792
208300,Lophostemon confertus :: Brisbane Box,600x Bosworth St,Median : Cutout,2,Width 6ft,37.73360241,-122.434317
27148,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1735 Silver Ave,Sidewalk: Curb side : Cutout,6,3X3,37.73360825,-122.4037946
12175,Ligustrum lucidum :: Glossy Privet,1413X La Salle Ave,Sidewalk: Curb side : Cutout,6,3X3,37.73361191,-122.3856071
29372,Lophostemon confertus :: Brisbane Box,600X Bosworth St,Median : Cutout,3,3X3,37.73361404,-122.4341021
24847,Photinia fraseri :: Photinia: Chinese photinia,2324 San Bruno Ave,Sidewalk: Curb side : Cutout,12,3X3,37.73361442,-122.4064416
851,Tristaniopsis laurina :: Swamp Myrtle,362 Alemany Blvd,Sidewalk: Curb side : Cutout,18,3X3,37.73361566,-122.4132807
2016,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',598 Bosworth St,Sidewalk: Curb side : Cutout,6,3x3,37.73362511,-122.4341403
1958,Olea europaea :: Olive Tree,31 Bertha Ln,Sidewalk: Curb side : Cutout,3,3X4,37.73366457,-122.3813407
85589,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1566 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73368964,-122.3902765
85590,Magnolia grandiflora :: Southern Magnolia,1570 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73369838,-122.3902607
12179,Ligustrum lucidum :: Glossy Privet,1405X La Salle Ave,Sidewalk: Curb side : Cutout,12,3X3,37.73371097,-122.3856683
26113,Maytenus boaria :: Mayten,1505 Oakdale Ave,Sidewalk: Curb side : Cutout,12,3x3,37.73371507,-122.388938
2046,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,701X Bosworth St,Sidewalk: Curb side : Cutout,6,3X3,37.73373339,-122.4357835
208307,Lophostemon confertus :: Brisbane Box,700x Bosworth St,Median : Yard,1,Width 10ft,37.73374585,-122.4351063
1710,Acacia melanoxylon :: Blackwood Acacia,5 Bass Ct,Sidewalk: Curb side : Cutout,12,3x3,37.73374667,-122.3850577
85591,Magnolia grandiflora :: Southern Magnolia,1574 Palou Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73376169,-122.3903612
1950,Melaleuca quinquenervia :: Cajeput,22 Bertha Ln,Sidewalk: Curb side : Cutout,12,3X4,37.73376248,-122.3815535
111263,Pinus pinea :: Italian Stone Pine,700X BOSWORTH ST,Front Yard : Yard,36,,37.7337679,-122.4349643
26108,Eriobotrya deflexa :: Bronze Loquat,1509 Oakdale Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73377502,-122.3890593
2033,Corymbia ficifolia :: Red Flowering Gum,700X Bosworth St,Sidewalk: Curb side : Cutout,12,3X3,37.73377875,-122.4349486
2044,Pinus pinea :: Italian Stone Pine,700X Bosworth St,Front Yard : Cutout,36,,37.73377875,-122.4349486
212,Maytenus boaria :: Mayten,2930 19th Ave,Sidewalk: Curb side : Cutout,30,2X3,37.73381261,-122.4749039
12181,Ligustrum lucidum :: Glossy Privet,1401X La Salle Ave,Sidewalk: Curb side : Cutout,6,3X3,37.73383073,-122.38573
2067,Corymbia ficifolia :: Red Flowering Gum,815 Bosworth St,Sidewalk: Curb side : Cutout,24,4X4,37.73384402,-122.4361832
105836,Araucaria heterophylla :: Norfolk Island Pine,2100X SLOAT BLVD,Median : Yard,2,,37.73384803,-122.4966748
213,Maytenus boaria :: Mayten,2933 19th Ave,Sidewalk: Curb side : Cutout,45,2X3,37.73385157,-122.4751815
19484,Cupressocyparis leylandii :: Leyland Cypress,2100X Sloat Blvd,Median : Cutout,3,20M,37.73386205,-122.4966656
212187,Corymbia ficifolia :: Red Flowering Gum,720 Bosworth St,Sidewalk: Property side : Yard,16,,37.73387004,-122.4351527
10849,Quercus suber :: Cork Oak,1220X Hudson Ave,Sidewalk: Curb side : Cutout,6,3X4,37.73387278,-122.3823716
24120,Acacia melanoxylon :: Blackwood Acacia,99X Whitney Young Cir,Sidewalk: Curb side : Cutout,24,3x3,37.73387431,-122.3848228
108043,Pinus radiata :: Monterey Pine,2901X SUNSET BLVD OFF RAMP,Median : Yard,30,,37.73387883,-122.4924212
247577,Cupressus macrocarpa :: Monterey Cypress,300x Alemany Blvd,Median : Yard,44,,37.7338861,-122.4123092
1946,Maytenus boaria :: Mayten,12 Bertha Ln,Sidewalk: Curb side : Cutout,12,3X4,37.73389318,-122.381527
102860,Calocedrus decurrens :: Incense Cedar,10X CRANLEIGH DR,Median : Yard,6,,37.73389497,-122.4723606
2069,Corymbia ficifolia :: Red Flowering Gum,843 Bosworth St,Sidewalk: Curb side : Cutout,18,3X3,37.73391515,-122.436521
216488,Corymbia ficifolia :: Red Flowering Gum,800x Bosworth St,Sidewalk: Curb side : Cutout,0,Width 3ft,37.73391608,-122.4360459
111506,Pinus pinea :: Italian Stone Pine,800x BOSWORTH ST,Front Yard : Yard,48,,37.73392972,-122.4358159
99273,Callistemon viminalis :: Weeping Bottlebrush,2825 Diamond St,Sidewalk: Curb side : Cutout,3,3x3,37.73392994,-122.4337614
22291,Pyrus calleryana :: Ornamental Pear,4900 03rd St,Sidewalk: Curb side : Cutout,3,3x3,37.7339379,-122.3911471
26105,Eriobotrya deflexa :: Bronze Loquat,1547 Oakdale Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73396434,-122.3893987
1912,Acacia longifolia :: Golden Wattle,8 Bell Ct,Sidewalk: Curb side : Cutout,12,3X3,37.73399143,-122.384939
1917,Prunus cerasifera :: Cherry Plum,12 Bell Ct,Sidewalk: Curb side : Cutout,10,3X3,37.73399843,-122.3849924
2250,Pittosporum undulatum :: Victorian Box,40 Brompton Ave,Sidewalk: Curb side : Cutout,12,3X3,37.73401815,-122.4349838
96673,Phoenix canariensis :: Canary Island Date Palm,1449 Mendell St,Sidewalk: Curb side : Cutout,30,4x4,37.73402251,-122.39068
19474,Eucalyptus lehmanni :: Bushy Yate,1900X Sloat Blvd,Median : Cutout,3,20,37.73402604,-122.4944758
1942,Melaleuca quinquenervia :: Cajeput,2 Bertha Ln,Sidewalk: Curb side : Cutout,6,3X4,37.73403048,-122.3814015
186970,Eucalyptus Spp :: Eucalyptus,1650x Sloat Blvd,Median : Cutout,10,Width 0ft,37.73405061,-122.4907434
186974,Eucalyptus Spp :: Eucalyptus,1600x Sloat Blvd,Median : Cutout,9,Width 0ft,37.73406367,-122.4899701
19467,Eucalyptus lehmanni :: Bushy Yate,1800X Sloat Blvd,Median : Cutout,3,20,37.73407561,-122.4933821
12164,Tristaniopsis laurina :: Swamp Myrtle,1439X La Salle Ave,Sidewalk: Curb side : Cutout,3,3X3,37.73407987,-122.3858763
12172,Ligustrum lucidum :: Glossy Privet,1419X La Salle Ave,Sidewalk: Curb side : Cutout,9,3X3,37.73407987,-122.3858763
12180,Ligustrum lucidum :: Glossy Privet,1403X La Salle Ave,Sidewalk: Curb side : Cutout,12,3X3,37.73407987,-122.3858763
206,Platanus x hispanica :: Sycamore: London Plane,2919 19th Ave,Sidewalk: Curb side : Cutout,6,2X3,37.73408176,-122.4752106
1412,Ginkgo biloba :: Maidenhair Tree,87 Ardath Ct,Sidewalk: Curb side : Cutout,3,3X4,37.73408633,-122.3820775
26103,Prunus domestica 'Mariposa' :: Mariposa Plum,1557 Oakdale Ave,Sidewalk: Curb side : Cutout,12,3x3,37.73408923,-122.3896129
27140,Jacaranda mimosifolia :: Jacaranda,1775 Silver Ave,Sidewalk: Curb side : Cutout,12,2X3,37.73408943,-122.4029438
4902,Ginkgo biloba :: Maidenhair Tree,94 Ardath Ct,Sidewalk: Curb side : Cutout,3,3X4,37.73409046,-122.3818717
251280,Callistemon viminalis :: Weeping Bottlebrush,1275x Hudson Ave,Sidewalk: Curb side : Cutout,,3x3,37.73410745,-122.3826385
107165,Corymbia ficifolia :: Red Flowering Gum,1298X HUDSON AVE,Sidewalk: Curb side : Cutout,22,3x3,37.73410745,-122.3826385
10852,Callistemon viminalis :: Weeping Bottlebrush,1299X HUDSON AVE,Sidewalk: Curb side : Cutout,3,3X4,37.73410745,-122.3826385
251482,Pinus radiata :: Monterey Pine,900 Bosworth St,Front Yard : Yard,,,37.73413484,-122.4367067
111523,Pinus pinea :: Italian Stone Pine,900x BOSWORTH ST,Front Yard : Yard,28,,37.73413484,-122.4367067
1916,Acacia longifolia :: Golden Wattle,11 Bell Ct,Sidewalk: Curb side : Cutout,12,3X3,37.73413718,-122.3848154
186925,Cupressus macrocarpa :: Monterey Cypress,2800x Sunset Blvd,Median : Cutout,32,Width 0ft,37.73413936,-122.4938873
2105,Lophostemon confertus :: Brisbane Box,1001 Bosworth St,Sidewalk: Curb side : Cutout,6,3x3,37.73414353,-122.4377151
2070,Arbutus 'Marina' :: Hybrid Strawberry Tree,900X Bosworth St,Sidewalk: Curb side : Cutout,5,3X3,37.73414613,-122.4366936
1914,Metrosideros excelsa :: New Zealand Xmas Tree,9 Bell Ct,Sidewalk: Curb side : Cutout,11,3X3,37.73414872,-122.385129
1409,Ginkgo biloba :: Maidenhair Tree,79 Ardath Ct,Sidewalk: Curb side : Cutout,3,3X4,37.73416149,-122.3821422
1411,Ginkgo biloba 'Saratoga' :: Ginkgo: Saratoga,86 Ardath Ct,Sidewalk: Curb side : Cutout,3,3X4,37.73416653,-122.3819371
200701,Magnolia grandiflora :: Southern Magnolia,1433 Mendell St,Sidewalk: Curb side : Cutout,1,Width 0ft,37.73416696,-122.3906965
203,Platanus x hispanica :: Sycamore: London Plane,2912 19th Ave,Sidewalk: Curb side : Cutout,20,2X3,37.7341703,-122.4749218
26101,Eriobotrya deflexa :: Bronze Loquat,1567 Oakdale Ave,Sidewalk: Curb side : Cutout,3,3x3,37.73418375,-122.3897667
12972,Eriobotrya deflexa :: Bronze Loquat,84 Lippard Ave,Sidewalk: Curb side : Cutout,12,3X3,37.73418563,-122.4357935
15678,Tristaniopsis laurina :: Swamp Myrtle,3976 Mission St,Sidewalk: Curb side : Cutout,6,3X3,37.73418711,-122.4260872
19450,Cupressocyparis leylandii :: Leyland Cypress,1500X Sloat Blvd,Median : Cutout,6,20,37.73419014,-122.4889381
2107,Corymbia ficifolia :: Red Flowering Gum,1019 Bosworth St,Sidewalk: Curb side : Cutout,3,3X3,37.73419411,-122.4379779
17380,Magnolia grandiflora :: Southern Magnolia,1617 Palou Ave,Sidewalk: Curb side : Cutout,75,3X3,37.73420298,-122.3914705
12967,Pinus pinea :: Italian Stone Pine,99X Lippard Ave,Sidewalk: Curb side : Cutout,30,3X3,37.7342251,-122.435641
2247,Corymbia ficifolia :: Red Flowering Gum,21 Brompton Ave,Sidewalk: Curb side : Cutout,18,3X3,37.73424563,-122.4347771
27163,Callistemon viminalis :: Weeping Bottlebrush,1824 Silver Ave,Sidewalk: Curb side : Cutout,6,3X3,37.73424884,-122.4024407
96671,Magnolia grandiflora :: Southern Magnolia,1429 Mendell St,Sidewalk: Curb side : Cutout,5,4x4,37.73425354,-122.3904722
26100,Eriobotrya deflexa :: Bronze Loquat,1577 Oakdale Ave,Sidewalk: Curb side : Cutout,12,3x3,37.73426056,-122.3899442
2110,Corymbia ficifolia :: Red Flowering Gum,1041 Bosworth St,Sidewalk: Curb side : Cutout,3,3X3,37.73427448,-122.4383727
27646,Chamaerops humilis :: Mediterranean Fan Palm,2260 Sloat Blvd,Median : Cutout,12,4X4,37.73427746,-122.4986411
26099,Eriobotrya deflexa :: Bronze Loquat,1583 Oakdale Ave,Sidewalk: Curb side : Cutout,6,3x3,37.73429356,-122.3901087
15056,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1441 Mendell St,Sidewalk: Curb side : Cutout,3,4x4,37.73431078,-122.3905262
1404,Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold,63 Ardath Ct,Sidewalk: Curb side : Cutout,6,3X4,37.73431089,-122.3822707
2555,Corymbia ficifolia :: Red Flowering Gum,1105X Bosworth St,Sidewalk: Curb side : Cutout,18,3X3,37.73431311,-122.4387874
12963,Corymbia ficifolia :: Red Flowering Gum,67 Lippard Ave,Sidewalk: Curb side : Cutout,18,3X3,37.73431677,-122.4356509
1406,Ginkgo biloba 'Fairmont' :: Fairmont Ginkgo,70 Ardath Ct,Sidewalk: Curb side : Cutout,3,3X4,37.7343196,-122.3820688
26097,Eriobotrya deflexa :: Bronze Loquat,1583X Oakdale Ave,Sidewalk: Curb side : Cutout,6,3x3,37.73432969,-122.3900581
12966,Magnolia grandiflora :: Southern Magnolia,76 Lippard Ave,Sidewalk: Curb side : Cutout,15,3X3,37.73433041,-122.4357468
12184,Ligustrum lucidum :: Glossy Privet,1445 La Salle Ave,Sidewalk: Curb side : Cutout,12,3X3,37.73433292,-122.3859295
19444,Eucalyptus lehmanni :: Bushy Yate,1400X Sloat Blvd,Median : Cutout,6,20,37.73433891,-122.487467
10885,Callistemon citrinus :: Lemon Bottlebrush,1270X Hudson Ave,Sidewalk: Curb side : Cutout,6,3X4,37.73433937,-122.3826997
19432,Eucalyptus lehmanni :: Bushy Yate,1300X Sloat Blvd,Median : Cutout,6,20,37.73434395,-122.4859666
96670,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1425 Mendell St,Sidewalk: Curb side : Cutout,4,4x4,37.73435569,-122.3905074
19438,Cupressocyparis leylandii :: Leyland Cypress,1302X Sloat Blvd,Median : Cutout,6,20,37.73435607,-122.4859913
14873,Arbutus 'Marina' :: Hybrid Strawberry Tree,1409 McKinnon Ave,Sidewalk: Curb side : Cutout,12,3X3,37.73435916,-122.3867216
22288,Pyrus calleryana :: Ornamental Pear,4830 03rd St,Sidewalk: Curb side : Cutout,3,3X3,37.73436022,-122.391001
1400,Platanus x hispanica :: Sycamore: London Plane,55 Ardath Ct,Sidewalk: Curb side : Cutout,6,3X4,37.73438605,-122.3823353
1401,Platanus x hispanica :: Sycamore: London Plane,62 Ardath Ct,Sidewalk: Curb side : Cutout,6,3X4,37.73439568,-122.3821342
17381,Magnolia grandiflora :: Southern Magnolia,1620 Palou Ave,Sidewalk: Curb side : Cutout,18,4x4,37.73440014,-122.3914848
4315,Corymbia ficifolia :: Red Flowering Gum,15X Brompton Ave,Sidewalk: Curb side : Cutout,24,0,37.73440959,-122.4347219
27647,Chamaerops humilis :: Mediterranean Fan Palm,2300 Sloat Blvd,Median : Cutout,12,4X4,37.7344096,-122.4993297
12962,Corymbia ficifolia :: Red Flowering Gum,65 Lippard Ave,Sidewalk: Curb side : Cutout,16,3X3,37.73441207,-122.4356231
217814,Eucalyptus camaldulensis :: River Red Gum,1x Junipero Serra Blvd,Median : Yard,39,,37.7344181,-122.4713258
96856,Cupressus macrocarpa :: Monterey Cypress,324X Alemany Blvd,Median : Cutout,36,410x30,37.73442891,-122.4116553
15673,Tristaniopsis laurina :: Swamp Myrtle,3960X Mission St,Sidewalk: Curb side : Cutout,6,3X3,37.73443074,-122.4257938
2243,Pittosporum undulatum :: Victorian Box,11X Brompton Ave,Sidewalk: Curb side : Cutout,3,3X3,37.73444656,-122.434679
12964,Corymbia ficifolia :: Red Flowering Gum,68 Lippard Ave,Sidewalk: Curb side : Cutout,26,3X3,37.73445348,-122.4357047
251245,Corymbia ficifolia :: Red Flowering Gum,701 Chenery St,Sidewalk: Curb side : Cutout,,,37.73445362,-122.4338962
